state,age,sex,total_income,health_insurance,transport
Washington,59,female,15400,with,Worked at home
Washington,69,male,134000,with,"Car, truck, or van"
Washington,52,female,36100,with,"Car, truck, or van"
Washington,61,male,11000,with,NA
Washington,42,female,37200,with,"Car, truck, or van"
Washington,54,female,36000,with,NA
Washington,62,female,88000,with,"Car, truck, or van"
Oregon,45,male,85000,with,"Car, truck, or van"
Washington,40,male,22000,with,"Car, truck, or van"
Washington,83,male,48300,with,NA
Washington,74,male,10000,with,"Car, truck, or van"
Oregon,77,female,25800,with,Worked at home
Washington,65,female,28700,with,"Car, truck, or van"
Washington,35,male,28000,with,"Car, truck, or van"
Oregon,45,male,65000,with,"Car, truck, or van"
Washington,79,male,40010,with,NA
Washington,39,female,36700,with,"Car, truck, or van"
Oregon,64,female,4000,with,NA
Oregon,49,female,11300,with,"Car, truck, or van"
Washington,24,female,40000,with,Bus or trolley bus
Oregon,64,female,4000,with,NA
Oregon,28,female,72000,with,"Car, truck, or van"
Washington,61,female,95020,with,"Car, truck, or van"
Washington,25,female,12000,with,"Car, truck, or van"
Oregon,23,female,18000,with,Walked
Oregon,68,male,19804,with,NA
Washington,66,female,37000,with,"Car, truck, or van"
Washington,61,male,132000,with,NA
Washington,58,female,95000,with,Walked
Washington,30,male,32050,with,Bicycle
Oregon,88,female,11800,with,NA
Oregon,70,female,26300,with,"Car, truck, or van"
Oregon,83,male,73300,with,NA
Oregon,28,male,74000,with,"Car, truck, or van"
Washington,52,female,80000,with,Worked at home
Washington,56,female,128100,with,"Car, truck, or van"
Washington,72,female,10200,with,NA
Washington,32,female,17000,without,"Car, truck, or van"
Washington,71,male,141600,with,NA
Washington,40,female,53000,with,"Car, truck, or van"
Oregon,51,female,80000,with,"Car, truck, or van"
Washington,59,male,75000,with,"Car, truck, or van"
Oregon,63,male,33000,with,NA
Washington,37,male,190500,with,Bus or trolley bus
Washington,78,male,35400,with,NA
Oregon,64,male,611000,with,"Car, truck, or van"
Oregon,74,female,31600,with,NA
Washington,65,male,71600,with,"Car, truck, or van"
Washington,51,female,32000,with,"Car, truck, or van"
Washington,36,male,122070,with,"Car, truck, or van"
Oregon,34,female,102000,with,"Car, truck, or van"
Oregon,52,male,34000,with,Walked
Washington,22,female,36400,with,Bus or trolley bus
Washington,41,male,180360,with,"Car, truck, or van"
Oregon,53,female,8800,with,NA
Oregon,28,male,14500,with,"Car, truck, or van"
Washington,64,female,20000,with,"Car, truck, or van"
Washington,31,male,10400,with,"Car, truck, or van"
Washington,49,female,82600,with,"Car, truck, or van"
Washington,29,male,65000,with,"Car, truck, or van"
Washington,48,female,87000,with,"Car, truck, or van"
Washington,90,female,1300,with,NA
Washington,28,male,24000,without,"Car, truck, or van"
Oregon,52,male,52000,with,"Car, truck, or van"
Washington,38,female,35000,with,Worked at home
Washington,33,female,38500,with,"Car, truck, or van"
Oregon,60,female,27400,with,NA
Oregon,55,male,0,with,NA
Oregon,64,female,50500,with,NA
Washington,38,male,250000,with,"Car, truck, or van"
Washington,63,male,44000,without,NA
Washington,30,female,6600,without,Bus or trolley bus
Washington,36,female,35000,with,"Car, truck, or van"
Oregon,61,male,41500,with,NA
Washington,45,male,88000,with,Worked at home
Oregon,64,female,28650,with,"Car, truck, or van"
Washington,38,female,95000,with,"Car, truck, or van"
Washington,70,female,57000,with,NA
Oregon,50,female,19400,with,"Car, truck, or van"
Washington,50,male,48000,without,NA
Washington,44,male,44000,with,"Car, truck, or van"
Washington,72,female,13200,with,NA
Washington,39,male,50000,with,"Car, truck, or van"
Oregon,70,male,66100,with,NA
Washington,64,male,64100,with,NA
Washington,51,male,57010,with,"Car, truck, or van"
Oregon,65,female,27000,with,NA
Oregon,58,female,111800,with,"Car, truck, or van"
Washington,55,female,41600,with,"Car, truck, or van"
Washington,68,female,39000,with,NA
Oregon,51,female,0,with,NA
Washington,40,male,70900,with,"Car, truck, or van"
Washington,54,male,14400,with,NA
Washington,69,male,113880,with,NA
Washington,85,male,87900,with,NA
Washington,60,male,1100,with,NA
Washington,41,male,54000,with,Walked
Washington,37,male,150010,with,"Car, truck, or van"
Washington,80,female,17500,with,NA
Washington,63,female,15000,with,NA
Washington,72,male,59400,with,NA
Washington,33,female,32300,with,Worked at home
Oregon,64,male,19000,with,NA
Washington,41,female,42000,with,"Car, truck, or van"
Oregon,45,female,76010,with,"Car, truck, or van"
Oregon,76,male,141700,with,NA
Washington,55,female,9100,with,NA
Washington,34,female,81200,with,"Car, truck, or van"
Oregon,39,male,31200,with,Worked at home
Washington,30,female,175000,with,Worked at home
Washington,78,male,22800,with,NA
Washington,94,female,20400,with,NA
Oregon,57,female,109000,with,"Car, truck, or van"
Oregon,59,female,3000,with,NA
Washington,33,female,180500,with,"Car, truck, or van"
Oregon,61,female,33500,with,"Car, truck, or van"
Washington,49,female,28300,with,"Car, truck, or van"
Oregon,36,female,21000,with,"Car, truck, or van"
Oregon,69,female,11600,with,NA
Oregon,31,female,20000,with,Bicycle
Oregon,42,male,40050,without,Walked
Washington,33,female,16500,with,NA
Washington,56,female,73800,with,"Car, truck, or van"
Oregon,52,male,70000,with,"Car, truck, or van"
Oregon,62,female,51070,with,"Car, truck, or van"
Washington,21,female,14500,without,"Car, truck, or van"
Washington,47,female,144000,with,"Car, truck, or van"
Washington,59,male,85000,with,"Car, truck, or van"
Washington,46,male,55200,with,"Car, truck, or van"
Washington,55,female,39500,with,"Car, truck, or van"
Washington,53,female,62000,with,"Car, truck, or van"
Washington,54,female,36000,with,"Car, truck, or van"
Washington,68,female,42400,with,NA
Oregon,46,male,100000,with,Bicycle
Washington,58,female,0,with,NA
Washington,68,male,21000,with,NA
Oregon,60,female,13000,with,Bus or trolley bus
Washington,50,female,89000,with,Walked
Washington,31,female,57000,with,"Car, truck, or van"
Oregon,53,female,20000,with,Bus or trolley bus
Oregon,55,female,33300,with,"Car, truck, or van"
Washington,79,male,69200,with,NA
Washington,57,male,36000,with,"Car, truck, or van"
Washington,34,female,11000,with,"Car, truck, or van"
Oregon,83,female,27400,with,NA
Oregon,44,female,46400,with,"Car, truck, or van"
Washington,40,female,29000,with,"Car, truck, or van"
Washington,66,male,28000,with,NA
Oregon,60,female,23790,with,NA
Washington,53,male,59000,with,"Car, truck, or van"
Washington,33,male,72000,with,"Car, truck, or van"
Oregon,74,male,65600,with,NA
Washington,59,female,467000,with,"Car, truck, or van"
Washington,24,male,0,with,NA
Oregon,65,male,38000,with,"Car, truck, or van"
Washington,54,male,50000,with,"Car, truck, or van"
Oregon,61,female,8000,with,NA
Oregon,45,female,140000,with,"Car, truck, or van"
Washington,56,female,500,with,"Car, truck, or van"
Washington,47,male,15000,with,Bus or trolley bus
Oregon,28,female,40000,with,"Car, truck, or van"
Washington,53,male,55140,with,"Car, truck, or van"
Oregon,56,male,35400,with,NA
Washington,61,male,120000,with,"Car, truck, or van"
Washington,45,male,10000,with,"Car, truck, or van"
Washington,25,male,45000,with,NA
Washington,62,male,48000,with,"Car, truck, or van"
Oregon,64,male,70700,with,NA
Oregon,67,male,66800,with,NA
Washington,81,male,8900,with,NA
Oregon,38,female,22400,with,"Car, truck, or van"
Washington,47,female,68000,with,"Car, truck, or van"
Washington,58,female,0,with,NA
Oregon,48,male,100100,with,"Car, truck, or van"
Washington,41,male,95000,with,"Car, truck, or van"
Oregon,49,female,52090,with,"Car, truck, or van"
Oregon,25,female,38000,with,"Car, truck, or van"
Washington,72,male,20800,with,NA
Washington,28,female,60000,with,"Car, truck, or van"
Washington,45,female,16000,with,NA
Washington,74,female,10400,with,NA
Washington,60,female,1000,with,NA
Oregon,53,female,60000,with,Bus or trolley bus
Oregon,86,female,93500,with,NA
Oregon,37,male,62000,with,"Car, truck, or van"
Washington,85,female,19900,with,NA
Oregon,70,male,36500,with,NA
Washington,85,female,46600,with,NA
Washington,68,female,37010,with,NA
Oregon,70,male,30000,with,NA
Washington,68,female,53300,with,NA
Washington,69,male,95300,with,"Car, truck, or van"
Washington,64,male,37800,with,NA
Oregon,34,male,20000,with,"Car, truck, or van"
Washington,82,female,12000,with,NA
Washington,46,male,100000,with,"Car, truck, or van"
Washington,61,female,32100,with,"Car, truck, or van"
Washington,63,female,20020,with,NA
Washington,42,female,20000,with,"Car, truck, or van"
Washington,84,male,12000,with,NA
Washington,64,female,9000,with,NA
Washington,68,female,8340,with,NA
Washington,54,female,72000,with,Other
Washington,38,female,42000,with,"Car, truck, or van"
Washington,65,male,65000,with,"Car, truck, or van"
Washington,36,female,10000,with,"Car, truck, or van"
Washington,23,male,19100,with,Bus or trolley bus
Washington,75,male,79300,with,NA
Washington,48,male,240004,with,"Car, truck, or van"
Oregon,60,female,27000,with,"Car, truck, or van"
Washington,78,female,11800,with,NA
Oregon,35,female,14000,with,NA
Washington,26,male,33000,without,"Car, truck, or van"
Washington,29,female,0,with,NA
Washington,49,male,60000,with,Worked at home
Washington,32,female,30150,with,"Car, truck, or van"
Oregon,66,female,56000,with,"Car, truck, or van"
Washington,68,male,216000,with,"Car, truck, or van"
Washington,63,female,106000,with,Walked
Washington,61,female,52000,with,"Car, truck, or van"
Oregon,49,female,1,with,"Car, truck, or van"
Oregon,66,male,137500,with,NA
Washington,50,male,53600,with,NA
Washington,59,male,12000,with,"Car, truck, or van"
Washington,66,male,472000,with,"Car, truck, or van"
Washington,60,female,18000,without,"Car, truck, or van"
Washington,29,female,100000,with,"Car, truck, or van"
Oregon,28,female,10000,with,Worked at home
Washington,41,male,56000,without,Worked at home
Washington,63,male,47600,with,"Car, truck, or van"
Washington,26,female,0,without,NA
Oregon,67,male,87600,with,"Car, truck, or van"
Washington,49,male,12570,with,"Car, truck, or van"
Oregon,69,female,18730,with,NA
Washington,55,male,60004,with,Worked at home
Oregon,31,female,0,with,NA
Oregon,81,female,14540,with,NA
Washington,47,male,47800,with,"Car, truck, or van"
Oregon,77,male,53900,with,NA
Washington,51,female,50000,with,"Car, truck, or van"
Washington,41,female,0,with,NA
Oregon,76,female,30700,with,"Car, truck, or van"
Washington,56,male,248000,with,NA
Washington,63,male,40000,with,NA
Oregon,78,male,22080,with,NA
Oregon,35,female,60000,without,Worked at home
Washington,25,female,8000,with,"Car, truck, or van"
Washington,66,female,40370,with,NA
Washington,68,female,24000,with,NA
Washington,50,female,2400,with,Worked at home
Oregon,55,female,37000,with,"Car, truck, or van"
Oregon,42,male,50000,with,Worked at home
Oregon,58,female,17300,without,NA
Washington,26,male,45000,with,"Car, truck, or van"
Oregon,67,female,8800,with,NA
Oregon,37,female,37000,with,"Car, truck, or van"
Washington,44,male,85000,with,Other
Washington,53,female,32000,with,Worked at home
Washington,46,male,65000,with,"Car, truck, or van"
Washington,35,male,347000,with,"Car, truck, or van"
Washington,30,female,400,with,Bus or trolley bus
Oregon,67,female,60800,with,NA
Washington,62,male,90000,with,"Car, truck, or van"
Oregon,65,male,64000,with,NA
Washington,27,female,15600,with,NA
Washington,87,male,67800,with,NA
Washington,46,female,121000,with,Worked at home
Oregon,69,male,54300,with,NA
Oregon,70,female,43800,with,NA
Oregon,79,male,25500,with,NA
Washington,40,female,49000,with,NA
Washington,36,female,10320,with,"Car, truck, or van"
Washington,61,female,15000,with,NA
Oregon,74,female,22300,with,NA
Washington,34,female,25340,with,"Car, truck, or van"
Oregon,63,male,38900,with,"Car, truck, or van"
Washington,39,female,7000,with,"Car, truck, or van"
Oregon,34,female,0,with,NA
Washington,50,female,16900,with,NA
Washington,60,male,34000,without,"Car, truck, or van"
Oregon,42,male,24500,with,Bus or trolley bus
Oregon,55,male,125000,with,"Car, truck, or van"
Washington,71,male,48900,with,NA
Washington,56,female,8500,with,NA
Washington,69,male,30000,with,"Car, truck, or van"
Oregon,63,male,103400,with,NA
Washington,35,female,30000,without,"Car, truck, or van"
Washington,67,male,147000,with,Worked at home
Oregon,28,female,47400,with,"Car, truck, or van"
Washington,45,female,37100,with,"Car, truck, or van"
Washington,66,male,200000,with,NA
Washington,26,male,12000,with,"Car, truck, or van"
Oregon,62,male,101000,with,Worked at home
Washington,47,male,80000,with,"Car, truck, or van"
Oregon,63,male,28000,with,NA
Washington,56,female,114000,with,"Car, truck, or van"
Washington,53,female,105000,with,"Car, truck, or van"
Oregon,62,female,22200,with,"Car, truck, or van"
Washington,27,male,57000,without,NA
Washington,50,female,68000,with,"Car, truck, or van"
Oregon,41,male,45000,with,"Car, truck, or van"
Oregon,63,male,126100,with,"Car, truck, or van"
Oregon,72,male,12500,with,NA
Washington,55,male,140000,with,"Car, truck, or van"
Oregon,49,female,24100,with,"Car, truck, or van"
Washington,52,female,33601,with,"Car, truck, or van"
Oregon,72,female,24000,with,NA
Oregon,45,female,19000,with,"Car, truck, or van"
Washington,48,female,45030,with,"Car, truck, or van"
Washington,55,male,46000,with,"Car, truck, or van"
Washington,40,male,28400,with,"Car, truck, or van"
Washington,41,male,40500,with,"Car, truck, or van"
Washington,36,male,64000,with,"Car, truck, or van"
Washington,61,male,23400,with,"Car, truck, or van"
Oregon,61,female,57500,with,"Car, truck, or van"
Oregon,41,female,27000,with,"Car, truck, or van"
Washington,65,female,70000,with,NA
Oregon,39,female,36800,with,"Car, truck, or van"
Washington,19,female,0,with,NA
Oregon,64,female,10800,with,NA
Washington,87,female,28080,with,NA
Washington,22,female,15000,with,"Car, truck, or van"
Washington,66,male,36200,with,NA
Oregon,80,female,15600,with,NA
Washington,61,male,9000,with,NA
Washington,51,female,9200,with,"Car, truck, or van"
Oregon,30,male,70000,with,"Car, truck, or van"
Washington,61,female,5700,with,NA
Washington,46,female,29000,with,"Car, truck, or van"
Oregon,49,female,28400,with,"Car, truck, or van"
Washington,39,male,17280,with,"Car, truck, or van"
Washington,54,female,0,with,NA
Washington,45,male,2900,with,"Car, truck, or van"
Oregon,49,female,160000,with,"Car, truck, or van"
Washington,59,male,23000,with,NA
Washington,57,male,95000,with,"Car, truck, or van"
Washington,49,female,87000,with,Bus or trolley bus
Oregon,68,female,20500,with,NA
Oregon,64,male,69000,with,NA
Washington,69,female,10400,with,NA
Oregon,59,female,0,with,NA
Washington,69,female,21400,with,NA
Oregon,34,female,0,with,NA
Washington,60,female,14004,with,NA
Washington,72,female,21190,with,NA
Washington,42,female,120000,with,Other
Washington,64,female,122390,with,"Car, truck, or van"
Washington,45,male,45000,without,"Car, truck, or van"
Washington,75,male,23200,with,"Car, truck, or van"
Washington,43,male,23000,without,"Car, truck, or van"
Washington,43,female,3700,with,NA
Washington,72,female,54700,with,"Car, truck, or van"
Oregon,43,female,46100,with,"Car, truck, or van"
Oregon,34,female,9060,with,NA
Oregon,43,female,22500,with,"Car, truck, or van"
Washington,47,male,66000,with,Bus or trolley bus
Oregon,64,female,0,with,NA
Oregon,33,female,31200,with,Walked
Washington,78,male,242000,with,NA
Oregon,46,female,186500,with,"Car, truck, or van"
Washington,29,female,73000,with,"Car, truck, or van"
Washington,35,female,0,with,NA
Washington,25,male,25400,with,"Car, truck, or van"
Washington,87,female,13050,with,NA
Washington,62,female,18800,with,NA
Washington,40,female,93000,with,"Car, truck, or van"
Oregon,36,female,20000,with,"Car, truck, or van"
Washington,72,male,19600,with,NA
Washington,62,male,32000,with,Bus or trolley bus
Oregon,65,male,44200,with,NA
Oregon,58,male,48000,with,"Car, truck, or van"
Washington,72,male,25200,with,NA
Washington,56,female,15400,with,NA
Washington,76,female,8100,with,NA
Washington,66,male,48700,with,NA
Oregon,60,female,70000,with,Worked at home
Oregon,45,male,107000,with,"Car, truck, or van"
